Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,Yes,Travel_Frequently,1082,Sales,14,1,Medical,1,1113,3,Female,95,4,5,Manager,3,Single,2456,20762,5,Y,No,19,3,4,80,1,20,6,4,29,3,11,10
52,Yes,Travel_Rarely,1104,Research & Development,24,3,Human Resources,1,1114,2,Female,78,1,2,Laboratory Technician,2,Single,15148,14842,6,Y,No,13,3,3,80,2,33,0,4,27,18,2,9
57,Yes,Travel_Rarely,884,Research & Development,25,1,Medical,1,1115,2,Female,48,3,3,Research Scientist,4,Single,14766,23918,9,Y,No,12,3,1,80,3,12,4,1,13,12,14,16
31,No,Travel_Rarely,678,Research & Development,19,2,Human Resources,1,1116,1,Male,57,2,5,Healthcare Representative,2,Married,6471,10385,4,Y,Yes,15,3,1,80,2,40,0,2,29,18,14,3
52,Yes,Travel_Rarely,428,Sales,19,4,Marketing,1,1117,4,Female,99,1,5,Sales Executive,4,Married,8666,21265,9,Y,Yes,23,3,3,80,2,22,4,1,16,1,5,16
37,No,Travel_Rarely,344,Research & Development,22,3,Other,1,1118,3,Female,68,4,3,Research Director,4,Married,5929,26335,7,Y,No,19,3,3,80,1,0,4,4,31,8,15,3
30,No,Travel_Rarely,468,Sales,27,4,Technical Degree,1,1119,2,Female,48,4,1,Sales Representative,4,Single,11354,18885,8,Y,No,21,3,1,80,1,22,5,3,5,7,9,0
55,No,Travel_Rarely,875,Sales,26,1,Life Sciences,1,1120,1,Male,93,2,1,Sales Executive,3,Divorced,9426,3071,3,Y,No,11,3,4,80,3,27,5,4,23,13,5,13
25,Yes,Travel_Rarely,825,Research & Development,17,5,Technical Degree,1,1121,3,Male,87,4,2,Healthcare Representative,2,Divorced,18169,17887,6,Y,Yes,11,3,3,80,0,31,5,2,5,8,12,10
60,Yes,Travel_Rarely,1279,Human Resources,22,2,Other,1,1122,3,Male,46,3,5,Human Resources,1,Married,6217,24031,7,Y,No,20,3,4,80,1,7,3,1,26,12,10,6
37,Yes,Travel_Rarely,335,Research & Development,28,1,Technical Degree,1,1123,4,Male,99,3,3,Laboratory Technician,1,Married,1696,26812,5,Y,Yes,13,3,1,80,2,25,6,1,17,17,10,16
50,Yes,Travel_Rarely,753,Research & Development,19,2,Other,1,1124,2,Female,70,1,5,Manufacturing Director,1,Single,17922,25930,1,Y,Yes,20,3,4,80,2,13,0,3,23,5,5,3
43,No,Travel_Frequently,434,Research & Development,27,1,Other,1,1125,3,Female,34,4,4,Research Director,1,Single,14232,11005,6,Y,No,13,3,4,80,3,23,2,1,36,2,12,9
56,No,Travel_Rarely,596,Research & Development,16,1,Technical Degree,1,1126,1,Male,52,3,5,Research Director,4,Divorced,9089,19022,8,Y,No,15,3,3,80,3,28,4,1,23,9,0,16
38,Yes,Travel_Rarely,1240,Sales,20,1,Medical,1,1127,1,Female,98,2,5,Manager,2,Divorced,19546,25631,4,Y,No,14,4,4,80,3,3,4,4,37,9,4,3
59,No,Travel_Rarely,470,Research & Development,25,3,Marketing,1,1128,3,Male,39,4,4,Healthcare Representative,2,Single,10495,9054,1,Y,Yes,16,3,4,80,2,17,6,1,33,9,11,17
60,No,Travel_Rarely,1458,Research & Development,19,4,Marketing,1,1129,1,Male,97,1,4,Healthcare Representative,3,Divorced,7103,9638,3,Y,No,22,3,4,80,1,13,1,1,39,8,5,16
58,No,Travel_Rarely,1255,Sales,1,5,Marketing,1,1130,3,Male,41,2,3,Manager,2,Divorced,8701,8396,2,Y,No,18,3,1,80,0,26,3,1,14,11,7,5
26,No,Non-Travel,1303,Research & Development,19,4,Marketing,1,1131,1,Female,39,2,1,Research Director,2,Married,12097,24383,3,Y,No,18,3,1,80,1,40,2,3,10,7,12,6
41,No,Travel_Frequently,196,Research & Development,7,4,Life Sciences,1,1132,3,Female,89,2,2,Healthcare Representative,2,Single,4112,13574,9,Y,No,25,3,2,80,0,2,5,3,21,8,0,5
54,Yes,Travel_Rarely,1442,Sales,29,2,Human Resources,1,1133,3,Male,59,3,4,Sales Executive,3,Single,3449,11979,6,Y,Yes,21,3,1,80,1,29,4,4,23,16,4,11
58,No,Travel_Rarely,1008,Sales,23,3,Other,1,1134,3,Female,53,2,1,Manager,1,Single,8133,17964,9,Y,No,14,4,1,80,3,35,1,1,0,7,2,8
34,No,Travel_Rarely,1226,Research & Development,11,3,Life Sciences,1,1135,1,Male,98,3,3,Research Director,2,Married,18237,22701,7,Y,No,11,3,2,80,2,22,0,3,17,17,1,17
41,Yes,Travel_Rarely,1321,Sales,5,1,Marketing,1,1136,3,Male,42,2,5,Sales Executive,3,Single,15040,17707,0,Y,Yes,23,3,2,80,0,17,4,3,11,16,10,1
38,No,Travel_Rarely,903,Research & Development,17,4,Marketing,1,1137,4,Male,38,3,3,Manager,3,Divorced,15545,3667,7,Y,No,24,4,3,80,1,39,1,4,27,5,7,16
56,No,Travel_Rarely,309,Research & Development,11,5,Technical Degree,1,1138,3,Male,47,4,3,Healthcare Representative,4,Married,1455,23450,4,Y,Yes,24,4,3,80,2,9,0,2,39,9,6,0
58,No,Non-Travel,708,Research & Development,24,2,Marketing,1,1139,2,Female,64,3,4,Manufacturing Director,3,Married,4924,22271,6,Y,No,17,3,1,80,0,11,3,1,6,0,9,8
56,No,Travel_Rarely,574,Research & Development,26,3,Other,1,1140,2,Female,33,3,2,Laboratory Technician,1,Single,16796,25997,0,Y,No,16,3,4,80,0,40,5,3,22,0,6,5
30,No,Travel_Rarely,1133,Research & Development,8,1,Marketing,1,1141,4,Male,70,4,4,Laboratory Technician,2,Divorced,18627,4747,1,Y,Yes,15,3,3,80,2,7,6,4,20,8,4,1
28,Yes,Travel_Rarely,237,Research & Development,10,5,Marketing,1,1142,3,Male,55,2,5,Research Director,3,Single,7596,2634,0,Y,No,14,3,3,80,3,31,0,4,33,2,11,5
36,No,Travel_Rarely,711,Research & Development,12,4,Life Sciences,1,1143,2,Male,73,4,4,Manager,1,Divorced,1235,4305,4,Y,No,16,3,1,80,2,16,4,4,10,5,15,8
28,No,Travel_Frequently,1012,Research & Development,10,5,Other,1,1144,3,Male,71,2,5,Manufacturing Director,3,Single,12160,11844,5,Y,No,18,3,4,80,3,40,2,3,21,6,12,2
30,Yes,Travel_Rarely,362,Sales,13,3,Medical,1,1145,2,Male,39,3,4,Sales Executive,3,Divorced,6567,10416,9,Y,No,16,4,2,80,1,13,0,1,34,8,8,15
18,Yes,Travel_Frequently,1272,Research & Development,26,2,Technical Degree,1,1146,1,Male,30,2,2,Healthcare Representative,3,Divorced,12980,13029,8,Y,No,13,3,2,80,1,36,2,2,28,4,4,14
57,No,Travel_Rarely,559,Research & Development,18,4,Medical,1,1147,1,Female,83,3,1,Research Scientist,3,Divorced,1195,24021,7,Y,No,19,3,1,80,2,8,2,1,27,15,1,11
36,No,Travel_Rarely,333,Research & Development,10,2,Human Resources,1,1148,4,Male,45,2,2,Manufacturing Director,3,Married,15689,5914,6,Y,No,13,3,1,80,3,25,0,4,17,1,2,7
29,No,Travel_Rarely,202,Research & Development,19,5,Life Sciences,1,1149,4,Male,75,3,4,Research Scientist,1,Single,15568,20709,4,Y,Yes,14,3,4,80,1,23,6,4,13,2,3,5
25,No,Travel_Frequently,248,Research & Development,20,5,Marketing,1,1150,3,Female,42,3,3,Research Director,2,Single,12078,21196,2,Y,No,23,3,1,80,3,22,6,2,17,2,14,2
25,Yes,Travel_Frequently,818,Research & Development,17,1,Technical Degree,1,1151,4,Male,93,1,1,Laboratory Technician,2,Single,3544,9784,8,Y,No,15,3,1,80,3,30,3,1,27,9,4,3
29,No,Travel_Frequently,608,Research & Development,20,4,Human Resources,1,1152,3,Male,84,2,3,Research Director,2,Married,2941,3116,4,Y,No,21,3,1,80,3,38,6,4,23,2,12,9
50,Yes,Travel_Rarely,659,Research & Development,16,5,Human Resources,1,1153,1,Male,92,2,2,Healthcare Representative,2,Divorced,3041,7448,2,Y,No,12,3,4,80,2,1,0,4,7,14,2,13
43,Yes,Travel_Rarely,205,Research & Development,5,3,Other,1,1154,1,Male,47,1,1,Research Director,1,Married,2261,6320,2,Y,No,21,3,1,80,3,17,6,1,7,13,11,14
56,No,Travel_Rarely,437,Research & Development,3,3,Technical Degree,1,1155,2,Male,90,3,4,Manufacturing Director,4,Married,6518,11323,2,Y,No,20,3,3,80,2,15,1,4,3,3,13,6
45,No,Non-Travel,547,Research & Development,27,2,Human Resources,1,1156,3,Male,49,3,3,Manufacturing Director,4,Divorced,6083,2907,5,Y,No,25,3,4,80,1,28,5,1,26,9,6,6
22,No,Travel_Rarely,835,Sales,15,3,Life Sciences,1,1157,1,Female,94,1,4,Sales Representative,1,Single,14909,22315,0,Y,No,21,3,3,80,1,10,2,4,35,10,4,7
25,No,Travel_Frequently,545,Research & Development,26,5,Marketing,1,1158,1,Female,93,1,5,Research Scientist,1,Married,15532,10944,3,Y,No,20,3,4,80,0,1,5,1,4,10,4,9
42,No,Travel_Rarely,219,Research & Development,2,3,Life Sciences,1,1159,3,Female,93,4,1,Laboratory Technician,3,Divorced,2890,19561,7,Y,No,12,3,3,80,0,13,4,2,32,7,5,1
44,No,Travel_Rarely,1030,Sales,13,4,Human Resources,1,1160,2,Male,42,3,3,Sales Executive,3,Divorced,1278,5068,2,Y,No,16,3,4,80,1,3,2,4,33,8,6,14
40,No,Travel_Rarely,824,Research & Development,22,2,Other,1,1161,2,Male,97,4,2,Research Scientist,3,Single,2639,24044,4,Y,No,25,3,2,80,3,38,4,2,29,7,9,0
47,No,Travel_Rarely,668,Sales,8,4,Medical,1,1162,2,Male,99,2,2,Manager,2,Divorced,18967,25159,1,Y,Yes,24,3,1,80,3,33,1,4,7,11,9,9
40,No,Travel_Rarely,189,Research & Development,23,5,Marketing,1,1163,2,Male,86,4,2,Research Director,3,Divorced,14392,4718,1,Y,No,12,3,1,80,1,38,1,4,38,16,15,5
37,No,Travel_Rarely,577,Research & Development,27,5,Marketing,1,1164,1,Male,74,1,2,Laboratory Technician,4,Divorced,17161,7599,6,Y,No,20,4,4,80,1,8,5,3,25,14,7,12
35,No,Travel_Rarely,396,Sales,17,3,Life Sciences,1,1165,3,Male,67,1,3,Manager,2,Single,12093,15475,9,Y,Yes,11,3,3,80,0,39,1,1,36,18,8,9
35,Yes,Travel_Frequently,821,Research & Development,4,1,Life Sciences,1,1166,3,Male,83,1,5,Manager,3,Single,2704,9643,2,Y,Yes,18,3,2,80,3,40,0,2,33,5,10,11
19,No,Travel_Rarely,1096,Research & Development,19,1,Life Sciences,1,1167,1,Male,65,1,2,Manager,2,Divorced,15830,4826,4,Y,No,20,3,3,80,1,6,2,2,6,4,3,5
21,No,Travel_Frequently,1408,Research & Development,22,5,Human Resources,1,1168,1,Male,96,4,2,Healthcare Representative,4,Divorced,4271,20475,2,Y,No,24,3,1,80,0,16,4,2,39,7,4,5
47,No,Travel_Rarely,945,Sales,25,5,Marketing,1,1169,1,Male,40,4,2,Manager,3,Single,2454,12297,5,Y,No,20,3,1,80,0,22,6,1,27,17,14,0
50,No,Travel_Frequently,787,Sales,9,2,Life Sciences,1,1170,4,Male,56,4,5,Sales Executive,4,Single,17445,26153,9,Y,Yes,23,3,3,80,3,10,5,3,38,14,4,11
53,No,Travel_Rarely,740,Research & Development,23,5,Technical Degree,1,1171,3,Male,46,1,1,Manager,4,Single,10958,14022,2,Y,Yes,11,3,4,80,0,21,5,2,38,2,7,9
35,Yes,Travel_Rarely,1281,Human Resources,15,5,Human Resources,1,1172,3,Male,62,1,2,Human Resources,4,Married,19059,15551,7,Y,No,20,3,4,80,0,17,1,1,27,13,8,13
54,No,Travel_Rarely,1305,Research & Development,28,2,Human Resources,1,1173,3,Male,34,3,2,Manufacturing Director,3,Single,7910,26255,1,Y,No,24,4,3,80,2,27,1,4,13,14,6,14
36,Yes,Travel_Rarely,1062,Sales,9,4,Technical Degree,1,1174,2,Male,91,3,2,Sales Executive,1,Divorced,1728,6437,2,Y,Yes,16,3,1,80,1,15,4,2,37,12,14,3
45,No,Travel_Rarely,1036,Research & Development,24,4,Technical Degree,1,1175,1,Male,94,1,1,Research Director,3,Single,9606,26681,7,Y,No,22,3,3,80,3,3,2,2,3,8,4,0
57,No,Travel_Frequently,991,Research & Development,21,2,Human Resources,1,1176,1,Male,100,3,2,Research Scientist,4,Divorced,7864,5701,7,Y,No,24,3,1,80,1,35,2,3,17,16,2,7
37,Yes,Travel_Frequently,1015,Research & Development,9,2,Marketing,1,1177,1,Female,96,2,1,Manager,3,Divorced,19687,2603,0,Y,Yes,11,3,3,80,2,21,5,2,24,18,0,2
50,No,Travel_Rarely,1212,Sales,14,4,Life Sciences,1,1178,4,Male,73,2,1,Sales Representative,4,Divorced,9272,11554,7,Y,Yes,18,3,4,80,3,10,4,2,6,3,10,13
29,Yes,Travel_Frequently,507,Research & Development,23,4,Other,1,1179,3,Male,43,1,4,Laboratory Technician,1,Single,15529,8188,9,Y,Yes,24,3,2,80,1,20,5,4,37,9,8,16
32,Yes,Travel_Rarely,1392,Research & Development,21,4,Life Sciences,1,1180,1,Male,86,4,4,Research Scientist,2,Single,12883,14552,1,Y,No,15,3,1,80,0,39,6,1,27,2,4,1
58,No,Travel_Rarely,1189,Human Resources,16,4,Marketing,1,1181,4,Male,77,2,2,Manager,1,Single,15088,7839,6,Y,No,13,3,2,80,3,40,3,1,4,18,8,14
56,Yes,Travel_Rarely,220,Research & Development,24,3,Technical Degree,1,1182,1,Male,46,2,3,Research Director,1,Single,18091,23294,5,Y,No,15,3,4,80,2,15,2,3,2,8,9,5
19,No,Travel_Frequently,442,Research & Development,23,2,Marketing,1,1183,2,Female,73,4,4,Research Director,2,Single,8252,5136,1,Y,No,25,3,3,80,0,8,4,4,30,4,14,4
46,Yes,Travel_Rarely,414,Human Resources,25,1,Life Sciences,1,1184,3,Female,33,3,4,Manager,3,Married,10027,7004,4,Y,No,23,3,4,80,2,34,6,1,19,13,11,13
58,Yes,Non-Travel,264,Sales,26,3,Marketing,1,1185,4,Male,59,4,3,Sales Executive,2,Single,17741,8666,6,Y,No,11,3,2,80,0,33,4,4,18,6,12,8
27,Yes,Travel_Rarely,394,Human Resources,17,1,Other,1,1186,1,Female,84,3,5,Human Resources,3,Married,13109,19536,7,Y,No,11,3,4,80,1,8,5,1,10,5,13,7
19,No,Travel_Frequently,791,Research & Development,13,1,Marketing,1,1187,3,Male,59,3,2,Healthcare Representative,3,Divorced,17700,6394,2,Y,Yes,22,3,4,80,1,12,1,4,39,7,3,2
28,Yes,Travel_Frequently,774,Sales,9,5,Medical,1,1188,4,Male,47,4,5,Manager,4,Divorced,5829,11175,0,Y,No,24,3,3,80,1,5,4,3,2,1,4,17
30,No,Travel_Rarely,500,Research & Development,15,2,Marketing,1,1189,3,Female,73,3,5,Laboratory Technician,4,Divorced,12010,23981,6,Y,No,14,4,2,80,2,3,5,2,22,13,3,7
27,No,Travel_Rarely,1010,Research & Development,7,3,Life Sciences,1,1190,3,Male,91,2,1,Laboratory Technician,2,Divorced,14916,21430,4,Y,No,19,3,2,80,3,27,0,3,6,6,1,15
31,Yes,Travel_Rarely,588,Sales,1,2,Medical,1,1191,2,Male,60,1,1,Sales Executive,1,Married,12678,24174,4,Y,No,24,3,2,80,1,10,1,1,22,2,11,14
35,Yes,Travel_Rarely,1149,Research & Development,1,4,Technical Degree,1,1192,3,Female,45,3,2,Manufacturing Director,2,Married,16925,9704,6,Y,Yes,19,4,1,80,2,33,1,3,6,5,0,14
26,No,Travel_Rarely,1184,Research & Development,5,2,Life Sciences,1,1193,4,Male,52,2,3,Research Scientist,3,Divorced,11887,13967,0,Y,No,11,3,4,80,0,34,2,2,33,13,7,15
56,No,Travel_Frequently,850,Research & Development,24,1,Human Resources,1,1194,3,Female,43,4,1,Manager,4,Single,3994,21222,7,Y,No,13,3,2,80,1,4,3,3,18,11,3,0
45,No,Travel_Rarely,341,Sales,9,4,Other,1,1195,4,Female,31,3,4,Sales Representative,2,Divorced,9121,26115,9,Y,No,23,3,4,80,0,38,2,1,8,17,4,9
20,No,Travel_Rarely,412,Research & Development,12,2,Marketing,1,1196,3,Female,41,2,2,Healthcare Representative,2,Divorced,9476,5127,4,Y,No,22,3,3,80,1,10,0,1,17,11,5,4
37,No,Travel_Rarely,422,Human Resources,6,2,Marketing,1,1197,1,Male,87,3,5,Human Resources,4,Married,19940,24512,7,Y,No,14,3,3,80,0,11,5,3,40,6,13,17
23,No,Travel_Rarely,773,Human Resources,28,1,Life Sciences,1,1198,2,Male,85,4,2,Human Resources,4,Divorced,1345,12053,9,Y,No,12,3,1,80,2,18,1,2,24,4,7,2
44,No,Travel_Frequently,673,Research & Development,13,4,Marketing,1,1199,1,Female,53,1,1,Research Director,4,Married,11174,11418,9,Y,No,17,4,1,80,1,12,1,3,13,11,10,3
19,No,Travel_Rarely,515,Sales,26,1,Marketing,1,1200,2,Female,66,3,3,Manager,3,Married,13777,3295,4,Y,No,13,3,3,80,2,3,6,2,24,8,7,3
46,Yes,Travel_Rarely,1447,Research & Development,28,2,Technical Degree,1,1201,4,Male,58,1,5,Laboratory Technician,4,Divorced,4977,18726,6,Y,No,11,3,2,80,2,13,4,4,18,10,6,10
55,Yes,Travel_Rarely,503,Sales,8,3,Marketing,1,1202,2,Female,71,3,3,Manager,1,Single,1919,10097,9,Y,No,11,3,3,80,0,1,3,2,38,3,3,8
20,No,Travel_Rarely,160,Sales,15,3,Marketing,1,1203,3,Male,47,3,2,Sales Representative,2,Married,19389,23754,2,Y,No,13,3,4,80,1,7,3,4,14,13,5,0
33,Yes,Travel_Rarely,154,Research & Development,6,5,Technical Degree,1,1204,3,Male,32,4,3,Laboratory Technician,4,Married,16641,26899,1,Y,No,16,3,1,80,3,21,4,3,15,11,15,15
47,No,Travel_Rarely,1189,Research & Development,27,3,Human Resources,1,1205,1,Male,42,3,3,Research Scientist,4,Married,17288,4769,5,Y,Yes,14,3,1,80,3,12,0,2,26,17,3,8
57,No,Travel_Rarely,734,Research & Development,6,4,Marketing,1,1206,2,Male,58,2,2,Manufacturing Director,3,Divorced,4138,11570,4,Y,Yes,11,3,3,80,2,20,3,4,39,6,14,10
19,No,Travel_Frequently,1244,Research & Development,4,5,Human Resources,1,1207,4,Female,95,2,5,Healthcare Representative,3,Divorced,6456,21353,8,Y,No,17,3,2,80,0,20,1,4,9,0,13,5
34,No,Travel_Rarely,387,Research & Development,11,4,Technical Degree,1,1208,4,Male,88,1,3,Healthcare Representative,2,Married,7138,10606,9,Y,No,12,3,2,80,0,27,0,4,3,12,6,16
58,Yes,Travel_Rarely,119,Sales,21,3,Other,1,1209,3,Female,77,1,3,Manager,1,Single,6859,9388,3,Y,No,22,3,4,80,0,32,2,1,18,15,11,11
29,Yes,Travel_Frequently,1130,Human Resources,18,3,Marketing,1,1210,4,Male,33,2,2,Human Resources,2,Divorced,8455,18505,2,Y,No,15,4,1,80,1,28,2,3,27,4,12,7
52,Yes,Travel_Rarely,261,Research & Development,3,2,Life Sciences,1,1211,3,Male,80,1,4,Research Scientist,4,Single,12958,13184,8,Y,Yes,18,3,3,80,1,36,0,4,20,18,11,15
60,Yes,Travel_Frequently,243,Research & Development,3,4,Medical,1,1212,3,Female,34,1,3,Healthcare Representative,1,Single,9528,2603,7,Y,No,17,3,3,80,0,21,1,2,13,8,15,4
18,No,Travel_Rarely,498,Sales,12,1,Other,1,1213,3,Male,68,2,1,Sales Executive,1,Divorced,1323,16657,5,Y,No,21,3,1,80,3,25,6,4,32,8,14,0
32,No,Travel_Rarely,1143,Research & Development,27,2,Marketing,1,1214,1,Female,70,2,5,Healthcare Representative,1,Married,12746,19118,0,Y,No,22,3,3,80,3,10,2,1,9,11,12,16
43,No,Travel_Rarely,681,Research & Development,21,4,Life Sciences,1,1215,1,Male,34,2,3,Research Scientist,1,Single,2143,21728,9,Y,No,18,3,1,80,1,10,5,3,18,17,12,7
54,No,Travel_Rarely,1239,Sales,21,5,Medical,1,1216,3,Male,37,4,2,Sales Representative,2,Married,11947,5841,0,Y,No,23,3,2,80,0,33,1,1,29,9,10,9
38,No,Travel_Rarely,635,Sales,6,4,Technical Degree,1,1217,3,Male,85,4,1,Sales Representative,3,Single,16597,21197,5,Y,Yes,20,3,2,80,3,18,4,1,21,16,13,17
48,Yes,Travel_Rarely,1012,Research & Development,21,5,Marketing,1,1218,3,Female,54,2,2,Laboratory Technician,3,Married,9356,22381,2,Y,No,24,3,3,80,3,36,3,1,2,18,0,14
42,Yes,Travel_Rarely,562,Research & Development,28,5,Human Resources,1,1219,4,Male,81,3,3,Research Scientist,4,Divorced,6601,23483,2,Y,Yes,21,3,2,80,1,13,6,2,36,10,4,12
40,No,Travel_Rarely,387,Sales,6,3,Human Resources,1,1220,3,Female,81,2,1,Sales Representative,3,Single,19117,5430,5,Y,No,16,3,2,80,1,28,6,3,40,15,14,9
41,No,Travel_Rarely,1130,Human Resources,8,1,Technical Degree,1,1221,3,Female,36,4,5,Human Resources,3,Single,18279,19896,2,Y,No,17,3,4,80,3,18,0,3,17,7,13,8
55,No,Travel_Rarely,230,Sales,15,4,Other,1,1222,2,Male,90,1,5,Sales Representative,3,Single,12006,9693,9,Y,No,19,3,1,80,0,36,3,2,10,14,9,12
45,No,Travel_Rarely,1057,Research & Development,18,1,Human Resources,1,1223,2,Female,76,3,5,Research Scientist,3,Married,1730,11744,5,Y,No,16,3,1,80,3,20,4,3,1,10,11,2
38,No,Travel_Rarely,772,Human Resources,20,5,Medical,1,1224,2,Male,95,3,4,Manager,4,Single,10113,21937,4,Y,No,19,3,3,80,3,23,2,1,11,6,15,2
60,No,Travel_Rarely,600,Research & Development,29,3,Human Resources,1,1225,2,Male,88,1,2,Research Director,2,Single,1879,23382,3,Y,No,25,4,1,80,0,25,6,3,5,1,14,0
35,No,Non-Travel,377,Research & Development,16,1,Medical,1,1226,3,Male,34,3,3,Healthcare Representative,1,Married,7760,9406,7,Y,Yes,23,3,4,80,1,40,5,2,39,18,9,1
53,No,Travel_Rarely,1208,Research & Development,6,2,Human Resources,1,1227,2,Male,73,1,1,Research Scientist,3,Married,17890,9436,1,Y,No,22,3,3,80,0,11,1,1,28,8,14,10
52,No,Travel_Rarely,1243,Sales,28,5,Technical Degree,1,1228,4,Male,71,4,2,Sales Executive,2,Divorced,2765,12853,6,Y,No,12,3,3,80,0,18,6,2,29,17,3,13
26,No,Travel_Rarely,130,Human Resources,21,2,Technical Degree,1,1229,4,Male,90,3,3,Human Resources,3,Married,2126,11623,3,Y,No,23,3,1,80,0,29,6,4,1,12,10,9
55,No,Travel_Rarely,1106,Research & Development,17,1,Human Resources,1,1230,2,Male,92,3,4,Laboratory Technician,3,Single,12610,23726,1,Y,No,12,3,2,80,0,14,1,1,8,0,6,6
47,Yes,Travel_Rarely,1483,Research & Development,9,1,Other,1,1231,1,Female,79,1,3,Manager,1,Single,3837,21559,6,Y,Yes,24,3,2,80,1,2,4,1,1,18,12,0
51,No,Travel_Rarely,751,Sales,19,1,Life Sciences,1,1232,4,Male,67,1,2,Sales Executive,1,Divorced,16005,2440,0,Y,Yes,12,3,2,80,3,12,0,3,28,12,8,6
49,No,Travel_Rarely,1282,Sales,18,4,Human Resources,1,1233,4,Female,83,4,3,Sales Representative,1,Divorced,19040,18594,3,Y,No,16,3,2,80,2,8,6,1,32,13,4,14
20,No,Travel_Rarely,132,Sales,25,5,Marketing,1,1234,2,Male,73,1,1,Manager,3,Single,14887,12744,8,Y,No,12,3,4,80,1,12,6,2,9,16,3,10
20,No,Travel_Frequently,944,Research & Development,23,5,Life Sciences,1,1235,2,Female,53,1,4,Research Director,3,Married,8001,11706,3,Y,No,13,3,3,80,0,15,3,3,33,0,14,5
45,No,Travel_Rarely,1411,Research & Development,5,5,Human Resources,1,1236,3,Male,92,4,1,Laboratory Technician,3,Single,14787,12140,2,Y,No,23,3,2,80,3,13,5,4,7,4,8,6
32,No,Non-Travel,437,Research & Development,28,4,Medical,1,1237,4,Male,68,2,4,Manager,1,Divorced,7780,21560,9,Y,Yes,18,3,4,80,3,7,2,2,36,13,4,6
58,No,Travel_Rarely,671,Research & Development,6,1,Marketing,1,1238,2,Male,41,2,4,Laboratory Technician,4,Single,17535,15803,9,Y,No,18,3,3,80,0,18,0,4,32,17,8,0
40,Yes,Travel_Frequently,414,Human Resources,12,1,Other,1,1239,2,Male,92,1,3,Manager,2,Single,4444,3725,1,Y,Yes,21,3,1,80,1,31,5,4,5,12,7,9
57,No,Travel_Frequently,700,Sales,11,2,Life Sciences,1,1240,3,Male,38,4,1,Sales Executive,4,Single,7631,4093,2,Y,No,22,3,1,80,0,34,5,4,39,11,3,14
28,No,Travel_Frequently,1248,Research & Development,16,4,Life Sciences,1,1241,4,Female,51,2,4,Research Director,3,Divorced,13861,26537,0,Y,Yes,14,4,4,80,3,22,4,1,18,14,10,7
49,No,Travel_Rarely,966,Research & Development,20,3,Marketing,1,1242,2,Female,65,4,4,Manufacturing Director,3,Divorced,15815,17546,9,Y,No,19,3,3,80,3,20,4,2,31,3,10,2
53,No,Travel_Rarely,472,Research & Development,17,4,Other,1,1243,3,Female,57,1,3,Research Scientist,4,Divorced,11632,25747,7,Y,Yes,18,3,2,80,1,17,1,2,26,8,6,14
50,No,Travel_Rarely,906,Research & Development,20,2,Human Resources,1,1244,2,Male,85,1,2,Laboratory Technician,3,Married,2857,14663,0,Y,No,11,3,3,80,2,13,2,1,0,2,4,3
41,No,Travel_Rarely,415,Research & Development,9,2,Other,1,1245,1,Male,58,4,2,Laboratory Technician,2,Divorced,3705,10226,2,Y,No,18,3,2,80,0,15,0,3,32,10,9,5
56,Yes,Travel_Rarely,129,Research & Development,1,2,Human Resources,1,1246,1,Female,34,3,5,Manager,3,Married,2726,24576,2,Y,No,11,3,4,80,2,23,1,4,39,14,3,9
51,No,Travel_Rarely,1280,Sales,26,1,Life Sciences,1,1247,2,Male,33,1,5,Manager,2,Married,10268,9097,1,Y,No,25,3,2,80,3,31,6,2,31,15,4,17
45,No,Travel_Rarely,1067,Sales,3,3,Human Resources,1,1248,4,Female,80,1,4,Sales Executive,4,Divorced,3795,3785,4,Y,No,14,3,4,80,2,10,2,1,4,6,4,15
54,Yes,Travel_Rarely,1355,Human Resources,21,2,Life Sciences,1,1249,1,Male,44,1,2,Manager,4,Married,15163,4798,9,Y,Yes,20,3,3,80,0,10,3,4,16,6,10,17
24,No,Travel_Rarely,1131,Research & Development,23,5,Technical Degree,1,1250,3,Female,89,1,4,Research Director,3,Married,14418,24018,2,Y,No,16,3,3,80,0,3,3,3,7,8,14,5
21,No,Travel_Rarely,574,Research & Development,9,1,Marketing,1,1251,2,Female,55,4,1,Healthcare Representative,2,Single,4800,21913,2,Y,No,17,3,2,80,3,25,1,3,33,16,8,16
54,No,Travel_Rarely,1443,Research & Development,22,3,Other,1,1252,3,Female,52,4,2,Healthcare Representative,3,Married,4880,10496,7,Y,Yes,20,4,3,80,1,4,0,4,8,12,11,17
18,Yes,Travel_Rarely,1350,Sales,19,5,Medical,1,1253,1,Male,58,4,2,Sales Executive,1,Married,2815,3871,3,Y,Yes,23,3,2,80,1,35,2,3,22,8,15,12
